dataset,feature_set,model,k_pct,auc_mean,auc_std,ap_mean,P_mean,P_std,R_mean,R_std,DOR_mean,DOR_std
v0_baseline,BIBLIO+DEBATE5,LogReg,30,0.7357618924049769,0.017443149784050618,0.2879006962594132,0.24518779342723004,0.010917120220070605,0.5901129943502825,0.026275102902542844,4.140442012502641,0.5299357309269643
v0_baseline,BIBLIO+DEBATE5,RF,1,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.6466666666666667,0.08944271909999159,0.054802259887005655,0.0075798914491518295,14.297431340606142,6.201769259824789
v0_baseline,BIBLIO+DEBATE5,RF,5,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.4211267605633803,0.05705620819707966,0.1689265536723164,0.022886953570579977,6.112706514786803,1.5419671639256851
v0_baseline,BIBLIO+DEBATE5,RF,10,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.3669014084507042,0.02692780637516331,0.29435028248587575,0.021603098899848527,5.396101743432034,0.8604594667801135
v0_baseline,BIBLIO+DEBATE5,RF,15,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.33098591549295775,0.02282268659988541,0.3983050847457627,0.027464588959184143,5.155181219311986,0.8360411541604584
v0_baseline,BIBLIO+DEBATE5,RF,20,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.3028169014084507,0.014807253043319629,0.4858757062146893,0.023758530306795343,5.005304352021331,0.6245023670191381
v0_baseline,BIBLIO+DEBATE5,RF,25,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.2807042253521127,0.015245684919159858,0.5629943502824859,0.030577503651422307,5.019269148653256,0.7790170453360815
v0_baseline,BIBLIO+DEBATE5,RF,30,0.7540588280819642,0.01786945608270062,0.33318602361819505,0.26103286384976526,0.012505139539059188,0.6282485875706214,0.030097115500786503,5.019098332760079,0.7941151553652416
v0_baseline,DEBATE25,GBT,1,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.17666666666666667,0.08725843849003544,0.014971751412429379,0.007394782922884359,1.8171267961055324,0.9153419905290544
v0_baseline,DEBATE25,GBT,5,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.17816901408450705,0.042689864603041985,0.07146892655367232,0.01712418297636148,1.6354419182234445,0.4873451612856519
v0_baseline,DEBATE25,GBT,10,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.1609154929577465,0.025877413445493543,0.12909604519774012,0.02076041078678014,1.431687121775949,0.30317963715052326
v0_baseline,DEBATE25,GBT,15,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.15328638497652583,0.018485155557193034,0.1844632768361582,0.022244848212893308,1.353130923707969,0.22448849279926103
v0_baseline,DEBATE25,GBT,20,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.14700704225352113,0.016510608851213207,0.23587570621468928,0.02649159838273758,1.2921330287229822,0.21899262050867527
v0_baseline,DEBATE25,GBT,25,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.142112676056338,0.014974825483476567,0.28502824858757064,0.030034254500758074,1.2433858973556122,0.2108967026187786
v0_baseline,DEBATE25,GBT,30,0.5379926430753402,0.014727667407740373,0.14669840466280193,0.14049295774647888,0.010778094037908453,0.338135593220339,0.025940497514966097,1.232732282731479,0.16837924925990494
v0_baseline,DEBATE25,LogReg,1,0.5527618059064815,0.019866142633711042,0.1538922935779698,0.17666666666666667,0.084535192851317,0.014971751412429379,0.007163999394179407,1.8139476305986713,0.9169660939851222
v0_baseline,DEBATE25,LogReg,5,0.5527618059064815,0.019866142633711042,0.1538922935779698,0.17253521126760563,0.03161798886142268,0.0692090395480226,0.012682922085655426,1.557147778000479,0.35275282646427275
v0_baseline,DEBATE25,LogReg,10,0.5527618059064815,0.019866142633711042,0.1538922935779698,0.1778169014084507,0.0316489312816752,0.1426553672316384,0.02539066803388632,1.646925253479452,0.38831346821691687
v0_baseline,DEBATE25,LogReg,15,0.5527618059064815,0.019866142633711042,0.1538922935779698,0.17206572769953052,0.023413561468141234,0.20706214689265537,0.028175641766746248,1.607219218300978,0.3172398959905506
v0_baseline,DEBATE25,LogReg,20,0.5527618059064815,0.019866142633711042,0.1538922935779698,0.16355633802816902,0.019268233931727215,0.26242937853107345,0.03091626235373181,1.527402516954172,0.27377833180174077
