subset_id,subset_label,subset_size,seed,model,AUROC,AUPRC
24,cross_domain_attack+conf_gap_change+delta_H,3,5,SVM,0.6805155310324732,0.24607891873366206
24,cross_domain_attack+conf_gap_change+delta_H,3,5,FFN,0.7129342565909577,0.25824895666982256
24,cross_domain_attack+conf_gap_change+delta_H,3,5,XGB,0.734572538093482,0.2989359791094463
24,cross_domain_attack+conf_gap_change+delta_H,3,6,RF,0.7308166823729725,0.304971701114011
24,cross_domain_attack+conf_gap_change+delta_H,3,6,LogReg,0.7114865449314158,0.26292868331220576
24,cross_domain_attack+conf_gap_change+delta_H,3,6,GBT,0.7016393741150976,0.25002003164071696
24,cross_domain_attack+conf_gap_change+delta_H,3,6,SVM,0.6181410107576812,0.19300630063450688
24,cross_domain_attack+conf_gap_change+delta_H,3,6,FFN,0.6855324437645965,0.2493340049162379
24,cross_domain_attack+conf_gap_change+delta_H,3,6,XGB,0.6804244799847035,0.2572339925356991
24,cross_domain_attack+conf_gap_change+delta_H,3,7,RF,0.7579863150275202,0.36014496890480574
24,cross_domain_attack+conf_gap_change+delta_H,3,7,LogReg,0.748790159202757,0.3072109531084838
24,cross_domain_attack+conf_gap_change+delta_H,3,7,GBT,0.7472240811811143,0.3585443809810676
24,cross_domain_attack+conf_gap_change+delta_H,3,7,SVM,0.6303099832921327,0.20084121598559473
24,cross_domain_attack+conf_gap_change+delta_H,3,7,FFN,0.6639988709670077,0.21699189921742723
24,cross_domain_attack+conf_gap_change+delta_H,3,7,XGB,0.7205461241845239,0.30263117985635546
24,cross_domain_attack+conf_gap_change+delta_H,3,8,RF,0.7265463882325626,0.3062857756470567
24,cross_domain_attack+conf_gap_change+delta_H,3,8,LogReg,0.7190710972106513,0.2601663591715982
24,cross_domain_attack+conf_gap_change+delta_H,3,8,GBT,0.7189618359533273,0.2772354118417544
24,cross_domain_attack+conf_gap_change+delta_H,3,8,SVM,0.6279244458405606,0.1986350042500258
24,cross_domain_attack+conf_gap_change+delta_H,3,8,FFN,0.6619320121826302,0.22711518807685682
24,cross_domain_attack+conf_gap_change+delta_H,3,8,XGB,0.701093067828478,0.2735930822805921
24,cross_domain_attack+conf_gap_change+delta_H,3,9,RF,0.7658394678976768,0.3607050960410208
24,cross_domain_attack+conf_gap_change+delta_H,3,9,LogReg,0.7342356492167333,0.2921134482157462
24,cross_domain_attack+conf_gap_change+delta_H,3,9,GBT,0.7406684057416791,0.32048142521882544
24,cross_domain_attack+conf_gap_change+delta_H,3,9,SVM,0.6670445285149118,0.22211170820037285
24,cross_domain_attack+conf_gap_change+delta_H,3,9,FFN,0.7297787004283952,0.28437460112846985
24,cross_domain_attack+conf_gap_change+delta_H,3,9,XGB,0.7116413317126246,0.2818266827977103
24,cross_domain_attack+conf_gap_change+delta_H,3,10,RF,0.7523843993134751,0.340961647812158
24,cross_domain_attack+conf_gap_change+delta_H,3,10,LogReg,0.7459812343790545,0.26909400513396886
24,cross_domain_attack+conf_gap_change+delta_H,3,10,GBT,0.7315223279931893,0.3083297745548649
24,cross_domain_attack+conf_gap_change+delta_H,3,10,SVM,0.6609941863905998,0.22299111811911942
24,cross_domain_attack+conf_gap_change+delta_H,3,10,FFN,0.7053132838926144,0.26570587346689745
24,cross_domain_attack+conf_gap_change+delta_H,3,10,XGB,0.7074529835152078,0.30176368282591515
24,cross_domain_attack+conf_gap_change+delta_H,3,11,RF,0.7543078526976149,0.3574585710438658
24,cross_domain_attack+conf_gap_change+delta_H,3,11,LogReg,0.7380780034326244,0.2772950658682022
24,cross_domain_attack+conf_gap_change+delta_H,3,11,GBT,0.743354411650892,0.31799302910795346
24,cross_domain_attack+conf_gap_change+delta_H,3,11,SVM,0.6491211297614007,0.2183959504241634
24,cross_domain_attack+conf_gap_change+delta_H,3,11,FFN,0.7270289587857434,0.25676291832646936
24,cross_domain_attack+conf_gap_change+delta_H,3,11,XGB,0.7112816800739334,0.3036613861911577
24,cross_domain_attack+conf_gap_change+delta_H,3,12,RF,0.7511324474066385,0.3557131689563122
